time,count_rate
121940928.99011,0.0
121940948.99011,0.0
121940968.99011,0.0
121940988.99011,0.0
121941008.99011,0.0
121941028.99011,0.0
121941048.99011,0.0
121941068.99011,0.0
121941088.99011,0.0
121941108.99011,0.0
121941128.99011,0.0
121941148.99011,0.0
121941168.99011,0.0
121941188.99011,0.0
121941208.99011,0.0
121941228.99011,0.0
121941248.99011,0.0
121941268.99011,0.0
121941288.99011,0.0
121941308.99011,0.0
121941328.99011,0.0
121941348.99011,0.0
121941368.99011,0.0
121941388.99011,0.0
121941408.99011,0.0
121941428.99011,0.0
121941448.99011,0.0
121941468.99011,0.45115168304977815
121941488.99011,0.16538999999999962
121941508.99011,0.16538999999999962
121941528.99011,0.11025999999999976
121941548.99011,0.0
121941568.99011,0.0
121941588.99011,0.05512999999999988
121941608.99011,0.05512999999999988
121941628.99011,0.0
121941648.99011,0.05512999999999988
121941668.99011,0.0
121941688.99011,0.22051999999999952
121941708.99011,0.16538999999999962
121941728.99011,0.11025999999999976
121941748.99011,0.2756499999999994
121941768.99011,0.05512999999999988
121941788.99011,0.11025999999999976
121941808.99011,0.16538999999999962
121941828.99011,0.16538999999999962
121941848.99011,0.2756499999999994
121941868.99011,0.0
121941888.99011,0.05512999999999988
121941908.99011,0.0
121941928.99011,0.05512999999999988
121941948.99011,0.0
121941968.99011,0.11025999999999976
121941988.99011,0.0
121942008.99011,0.11025999999999976
121942028.99011,0.22051999999999952
121942048.99011,0.44103999999999904
121942068.99011,0.44103999999999904
121942088.99011,0.22051999999999952
121942108.99011,0.16538999999999962
121942128.99011,0.11025999999999976
121942148.99011,0.22051999999999952
121942168.99011,0.22051999999999952
121942188.99011,0.11025999999999976
121942208.99011,0.0
121942228.99011,0.0
121942248.99011,0.0
121942268.99011,0.11025999999999976
121942288.99011,0.05512999999999988
121942308.99011,0.05512999999999988
121942328.99011,0.0
121942348.99011,0.33077999999999924
121942368.99011,0.2756499999999994
121942388.99011,0.16538999999999962
121942408.99011,0.22051999999999952
121942428.99011,0.11025999999999976
121942448.99011,0.11025999999999976
121942468.99011,0.05512999999999988
121942488.99011,0.05512999999999988
121942508.99011,0.11025999999999976
121942528.99011,0.0
121942548.99011,0.0
121942568.99011,0.05512999999999988
121942588.99011,0.11025999999999976
121942608.99011,0.0
121942628.99011,0.05512999999999988
121942648.99011,0.0
121942668.99011,0.33077999999999924
121942688.99011,0.16538999999999962
121942708.99011,0.22051999999999952
121942728.99011,0.38590999999999914
121942748.99011,0.11025999999999976
121942768.99011,0.16538999999999962
121942788.99011,0.05512999999999988
121942808.99011,0.05512999999999988
121942828.99011,0.05512999999999988
121942848.99011,0.05512999999999988
121942868.99011,0.11025999999999976
121942888.99011,0.11025999999999976
121942908.99011,0.16538999999999962
121942928.99011,0.05512999999999988
121942948.99011,0.05512999999999988
121942968.99011,0.05512999999999988
121942988.99011,0.22051999999999952
121943008.99011,0.4961699999999989
121943028.99011,0.2756499999999994
121943048.99011,0.33077999999999924
121943068.99011,0.11025999999999976
121943088.99011,0.22051999999999952
121943108.99011,0.22051999999999952
121943128.99011,0.22051999999999952
121943148.99011,0.05512999999999988
121943168.99011,0.0
121943188.99011,0.0
121943208.99011,0.05512999999999988
121943228.99011,0.0
121943248.99011,0.11025999999999976
121943268.99011,0.16538999999999962
121943288.99011,0.22051999999999952
121943308.99011,0.11025999999999976
121943328.99011,0.22051999999999952
121943348.99011,0.11025999999999976
121943368.99011,0.11025999999999976
121943388.99011,0.16538999999999962
121943408.99011,0.33077999999999924
121943428.99011,0.05512999999999988
121943448.99011,0.11025999999999976
121943468.99011,0.2756499999999994
121943488.99011,0.05512999999999988
121943508.99011,0.0
121943528.99011,0.05512999999999988
121943548.99011,0.11025999999999976
121943568.99011,0.11025999999999976
121943588.99011,0.0
121943608.99011,0.16538999999999962
121943628.99011,0.0
121943648.99011,0.38590999999999914
121943668.99011,0.2756499999999994
121943688.99011,0.22051999999999952
121943708.99011,0.22051999999999952
121943728.99011,0.4961699999999989
121943748.99011,0.11025999999999976
121943768.99011,0.11025999999999976
121943788.99011,0.11025999999999976
121943808.99011,0.0
121943828.99011,0.0
121943848.99011,0.05512999999999988
121943868.99011,0.05512999999999988
121943888.99011,0.05512999999999988
121943908.99011,0.0
121943928.99011,0.11025999999999976
121943948.99011,0.16538999999999962
121943968.99011,0.11025999999999976
121943988.99011,0.44103999999999904
121944008.99011,0.22051999999999952
121944028.99011,0.11025999999999976
121944048.99011,0.11025999999999976
121944068.99011,0.11025999999999976
121944088.99011,0.11025999999999976
121944108.99011,0.05512999999999988
121944128.99011,0.0
121944148.99011,0.05512999999999988
121944168.99011,0.0
121944188.99011,0.05512999999999988
121944208.99011,0.05512999999999988
121944228.99011,0.0
121944248.99011,0.16538999999999962
121944268.99011,0.16538999999999962
121944288.99011,0.05512999999999988
121944308.99011,0.6615599999999985
121944328.99011,0.33077999999999924
121944348.99011,0.33077999999999924
121944368.99011,0.22051999999999952
121944388.99011,0.11025999999999976
121944408.99011,0.22051999999999952
121944428.99011,0.05512999999999988
121944448.99011,0.11025999999999976
121944468.99011,0.0
121944488.99011,0.0
121944508.99011,0.0
121944528.99011,0.05512999999999988
121944548.99011,0.05512999999999988
121944568.99011,0.0
121944588.99011,0.05512999999999988
121944608.99011,0.16538999999999962
121944628.99011,0.16538999999999962
121944648.99011,0.11025999999999976
121944668.99011,0.11025999999999976
121944688.99011,0.22051999999999952
121944708.99011,0.2756499999999994
121944728.99011,0.11025999999999976
121944748.99011,0.16538999999999962
121944768.99011,0.11025999999999976
121944788.99011,0.0
121944808.99011,0.0
121944828.99011,0.0
121944848.99011,0.2756499999999994
121944868.99011,0.11025999999999976
121944888.99011,0.0
121944908.99011,0.22051999999999952
121944928.99011,0.22051999999999952
121944948.99011,0.44103999999999904
121944968.99011,0.33077999999999924
121944988.99011,0.44103999999999904
121945008.99011,0.38590999999999914
121945028.99011,0.05512999999999988
121945048.99011,0.05512999999999988
121945068.99011,0.11025999999999976
121945088.99011,0.16538999999999962
121945108.99011,0.16538999999999962
121945128.99011,0.16538999999999962
121945148.99011,0.05512999999999988
121945168.99011,0.11025999999999976
121945188.99011,0.0
121945208.99011,0.05512999999999988
121945228.99011,0.16538999999999962
121945248.99011,0.38590999999999914
121945268.99011,0.33077999999999924
121945288.99011,0.22051999999999952
121945308.99011,0.22051999999999952
121945328.99011,0.11025999999999976
121945348.99011,0.05512999999999988
121945368.99011,0.44103999999999904
121945388.99011,0.05512999999999988
121945408.99011,0.16538999999999962
121945428.99011,0.22051999999999952
121945448.99011,0.16538999999999962
121945468.99011,0.05512999999999988
121945488.99011,0.0
121945508.99011,0.11025999999999976
121945528.99011,0.16538999999999962
121945548.99011,0.16538999999999962
121945568.99011,0.6064299999999987
121945588.99011,0.16538999999999962
121945608.99011,0.38590999999999914
121945628.99011,0.16538999999999962
121945648.99011,0.2756499999999994
121945668.99011,0.33077999999999924
121945688.99011,0.11025999999999976
121945708.99011,0.11025999999999976
121945728.99011,0.05512999999999988
121945748.99011,0.0
121945768.99011,0.11025999999999976
121945788.99011,0.11025999999999976
121945808.99011,0.05512999999999988
121945828.99011,0.11025999999999976
121945848.99011,0.11025999999999976
121945868.99011,0.16538999999999962
121945888.99011,0.22051999999999952
121945908.99011,0.44103999999999904
121945928.99011,0.33077999999999924
121945948.99011,0.22051999999999952
121945968.99011,0.33077999999999924
121945988.99011,0.11025999999999976
121946008.99011,0.2756499999999994
121946028.99011,0.16538999999999962
121946048.99011,0.0
121946068.99011,0.11025999999999976
121946088.99011,0.05512999999999988
121946108.99011,0.05512999999999988
121946128.99011,0.11025999999999976
121946148.99011,0.05512999999999988
121946168.99011,0.0
121946188.99011,0.0
121946208.99011,0.6064299999999987
121946228.99011,0.33077999999999924
121946248.99011,0.33077999999999924
121946268.99011,0.22051999999999952
121946288.99011,0.22051999999999952
121946308.99011,0.16538999999999962
121946328.99011,0.22051999999999952
121946348.99011,0.05512999999999988
121946368.99011,0.0
121946388.99011,0.11025999999999976
121946408.99011,0.0
121946428.99011,0.11025999999999976
121946448.99011,0.05512999999999988
121946468.99011,0.16538999999999962
121946488.99011,0.0
121946508.99011,0.05512999999999988
121946528.99011,0.2756499999999994
121946548.99011,0.33077999999999924
121946568.99011,0.38590999999999914
121946588.99011,0.11025999999999976
121946608.99011,0.22051999999999952
121946628.99011,0.11025999999999976
121946648.99011,0.33077999999999924
121946668.99011,0.0
121946688.99011,0.05512999999999988
121946708.99011,0.0
121946728.99011,0.16538999999999962
121946748.99011,0.05512999999999988
121946768.99011,0.0
121946788.99011,0.05512999999999988
121946808.99011,0.0
121946828.99011,0.11025999999999976
121946848.99011,0.44103999999999904
121946868.99011,0.4961699999999989
121946888.99011,0.33077999999999924
121946908.99011,0.33077999999999924
121946928.99011,0.16538999999999962
121946948.99011,0.11025999999999976
121946968.99011,0.44103999999999904
121946988.99011,0.05512999999999988
121947008.99011,0.16538999999999962
121947028.99011,0.0
121947048.99011,0.0
121947068.99011,0.11025999999999976
121947088.99011,0.11025999999999976
121947108.99011,0.11025999999999976
121947128.99011,0.16538999999999962
121947148.99011,0.05512999999999988
121947168.99011,0.2756499999999994
121947188.99011,0.22051999999999952
121947208.99011,0.22051999999999952
121947228.99011,0.11025999999999976
121947248.99011,0.22051999999999952
121947268.99011,0.38590999999999914
121947288.99011,0.2756499999999994
121947308.99011,0.11025999999999976
121947328.99011,0.16538999999999962
121947348.99011,0.11025999999999976
121947368.99011,0.05512999999999988
121947388.99011,0.05512999999999988
121947408.99011,0.16538999999999962
121947428.99011,0.05512999999999988
121947448.99011,0.22051999999999952
121947468.99011,0.05512999999999988
121947488.99011,0.2756499999999994
121947508.99011,0.2756499999999994
121947528.99011,0.33077999999999924
121947548.99011,0.44103999999999904
121947568.99011,0.11025999999999976
121947588.99011,0.33077999999999924
121947608.99011,0.05512999999999988
121947628.99011,0.44103999999999904
121947648.99011,0.11025999999999976
121947668.99011,0.22051999999999952
121947688.99011,0.22051999999999952
121947708.99011,0.22051999999999952
121947728.99011,0.6615599999999985
121947748.99011,0.8269499999999982
121947768.99011,0.38590999999999914
121947788.99011,0.05512999999999988
121947808.99011,0.16538999999999962
121947828.99011,0.22051999999999952
121947848.99011,0.2756499999999994
121947868.99011,0.33077999999999924
121947888.99011,0.2756499999999994
121947908.99011,0.38590999999999914
121947928.99011,0.22051999999999952
121947948.99011,0.11025999999999976
121947968.99011,0.11025999999999976
121947988.99011,0.16538999999999962
121948008.99011,0.11025999999999976
121948028.99011,0.11025999999999976
121948048.99011,0.0
121948068.99011,0.0
121948088.99011,0.16538999999999962
121948108.99011,0.05512999999999988
121948128.99011,0.05512999999999988
121948148.99011,0.11025999999999976
121948168.99011,0.38590999999999914
121948188.99011,0.33077999999999924
121948208.99011,0.05512999999999988
121948228.99011,0.11025999999999976
121948248.99011,0.16538999999999962
121948268.99011,0.11025999999999976
121948288.99011,0.16538999999999962
